chrom	start	end	pas	score	strand	polyAsite_exon_idx	nr_polyAsites_on_exon	exon	gene	M323K_WT_1	M323K_HOM_1	M323K_WT_2	M323K_HOM_2	M323K_WT_3	M323K_HOM_3	M323K_WT_4	M323K_HOM_4	M323K_WT_1	M323K_HOM_5
chr8	23173711	23173747	chr8:-:23173715:TE	9	-	1	2	ENSMUST00000167004:13:13:23171264:23174660	ENSMUST00000167004	25.416055	29.351744	25.918973	31.334998	30.321549	32.89685	33.757892	36.009266	25.416055	26.882263
chr8	23171475	23171476	chr8:-:23171476:TE	1	-	2	2	ENSMUST00000167004:13:13:23171264:23174660	ENSMUST00000167004	3.117476	2.621098	2.897382	2.92325	3.118775	2.716304	3.247955	3.735874	3.117476	2.602844
chr13	46680422	46680447	chr13:-:46680440:TE	4	-	1	2	ENSMUST00000021803:22:22:46679904:46681242	ENSMUST00000021803	16.530674	14.558283	13.521117	11.688691	10.516345	13.072788	13.619555	12.286781	16.530674	12.097236
chr13	46679871	46679912	chr13:-:46679884:TE	9	-	2	2	ENSMUST00000021803:22:22:46679904:46681242	ENSMUST00000021803	6.835439	5.245989	6.111797	6.912829	6.94488	5.467503	7.174473	6.493959	6.835439	9.352815
chr19	10035428	10035479	chr19:+:10035455:TE	8	+	1	2	ENSMUST00000238672:11:11:10034456:10038377	ENSMUST00000238672	39.351517	41.823769	40.038462	41.498516	46.683694	41.119226	46.678552	45.605542	39.351517	40.488931
chr19	10038366	10038388	chr19:+:10038388:TE	6	+	2	2	ENSMUST00000238672:11:11:10034456:10038377	ENSMUST00000238672	3.101371	3.861473	3.061147	2.531185	3.092659	3.045052	3.227624	3.27549	3.101371	3.45013
chr6	49341210	49341219	chr6:+:49341212:TE	3	+	1	2	ENSMUST00000055559:3:3:49339825:49341582	ENSMUST00000055559	17.895001	20.435839	15.956597	19.325331	17.646219	19.07841	22.458669	20.61172	17.895001	20.718205
chr6	49341560	49341590	chr6:+:49341581:TE	7	+	2	2	ENSMUST00000055559:3:3:49339825:49341582	ENSMUST00000055559	12.913942	7.117931	8.622861	10.572815	13.530654	8.121364	11.609279	8.734639	12.913942	11.814082
chr16	20560792	20560833	chr16:+:20560817:TE	9	+	1	2	ENSMUST00000003319:21:21:20560356:20561379	ENSMUST00000003319	35.651959	30.237455	30.317535	30.081254	37.758294	33.625973	39.674355	30.780309	35.651959	31.242844
chr16	20561357	20561390	chr16:+:20561379:TE	7	+	2	2	ENSMUST00000003319:21:21:20560356:20561379	ENSMUST00000003319	2.84369	7.337936	3.071645	6.115775	4.235267	7.895464	2.958231	9.488571	2.84369	7.213908
chr10	61691821	61691860	chr10:+:61691849:TE	9	+	1	2	ENSMUST00000020285:7:7:61691284:61693297	ENSMUST00000020285	107.64149	91.31169	78.143236	95.64865	102.549602	109.943286	101.352462	111.347636	107.64149	103.922099
chr10	61693286	61693316	chr10:+:61693316:TE	9	+	2	2	ENSMUST00000020285:7:7:61691284:61693297	ENSMUST00000020285	64.919419	60.11266	64.890862	59.75321	56.477475	56.293063	64.582968	59.091858	64.919419	63.226247
chr13	103741606	103741640	chr13:-:103741615:TE	9	-	1	2	ENSMUST00000210489:10:10:103739347:103743716	ENSMUST00000210489	45.459928	53.675608	40.934971	46.961568	35.327259	47.227696	42.03789	52.950579	45.459928	50.560523
chr13	103739344	103739374	chr13:-:103739349:TE	8	-	2	2	ENSMUST00000210489:10:10:103739347:103743716	ENSMUST00000210489	5.731094	4.4039	6.136991	4.461349	5.403991	3.943141	5.94696	4.044205	5.731094	3.972877
chr11	115607289	115607354	chr11:+:115607340:TE	9	+	1	2	ENSMUST00000058109:5:5:115606817:115608036	ENSMUST00000058109	33.059047	33.089938	27.069527	33.829562	39.514645	43.319451	39.529493	45.396468	33.059047	30.563273
chr11	115608025	115608045	chr11:+:115608045:TE	8	+	2	2	ENSMUST00000058109:5:5:115606817:115608036	ENSMUST00000058109	4.380571	3.453704	3.98705	3.177446	3.227595	3.998238	3.212375	3.811901	4.380571	3.56557
chr3	159935041	159935101	chr3:+:159935076:TE	8	+	1	2	ENSMUST00000068952:12:12:159934250:159936023	ENSMUST00000068952	66.272242	51.435726	62.243327	51.834369	56.190191	51.328783	62.897996	51.392029	66.272242	61.357426
chr3	159935998	159936035	chr3:+:159936025:TE	8	+	2	2	ENSMUST00000068952:12:12:159934250:159936023	ENSMUST00000068952	8.022611	6.503433	8.005593	6.77496	7.399746	6.874325	8.922981	7.575229	8.022611	7.649531
chr18	9995536	9995603	chr18:-:9995559:TE	9	-	1	2	ENSMUST00000092096:16:16:9993065:9996248	ENSMUST00000092096	191.962882	159.329368	190.807311	158.792571	181.141437	145.741935	187.870563	158.412471	191.962882	156.702118
chr18	9993699	9993700	chr18:-:9993700:TE	4	-	2	2	ENSMUST00000092096:16:16:9993065:9996248	ENSMUST00000092096	30.944685	27.895157	30.141172	30.593953	28.025451	27.377922	31.620545	31.456103	30.944685	33.645302
chr5	24803240	24803268	chr5:-:24803250:TE	6	-	1	2	ENSMUST00000030787:8:8:24802822:24803756	ENSMUST00000030787	117.19408	95.764901	104.958718	97.565888	102.329786	86.912552	108.166051	100.194922	117.19408	105.02858
chr5	24802817	24802825	chr5:-:24802824:TE	4	-	2	2	ENSMUST00000030787:8:8:24802822:24803756	ENSMUST00000030787	0.430235	0.369837	0.060887	0.0	0.176288	0.08081	0.157569	0.101369	0.430235	0.0
chr1	161083445	161083474	chr1:+:161083464:TE	9	+	1	2	ENSMUST00000195571:5:5:161082907:161086338	ENSMUST00000195571	9.064837	9.154876	6.403634	4.291167	7.375806	4.506971	6.564529	8.928929	9.064837	7.980604
chr1	161086305	161086350	chr1:+:161086336:TE	9	+	2	2	ENSMUST00000195571:5:5:161082907:161086338	ENSMUST00000195571	0.934092	0.953989	1.03088	1.419618	1.257957	0.986244	1.156353	1.636689	0.934092	1.230634
chr4	14810042	14810069	chr4:-:14810045:TE	5	-	1	2	ENSMUST00000236953:7:7:14809506:14811748	ENSMUST00000236953	84.728619	74.830257	79.381972	66.519553	61.683415	67.288677	73.028159	74.225422	84.728619	69.440401
chr4	14809495	14809533	chr4:-:14809504:TE	6	-	2	2	ENSMUST00000236953:7:7:14809506:14811748	ENSMUST00000236953	38.412823	31.957669	39.964978	34.475823	40.483141	33.319264	40.614686	32.583835	38.412823	43.579673
chr1	75135745	75135790	chr1:-:75135771:TE	9	-	1	2	ENSMUST00000168720:9:9:75134553:75136932	ENSMUST00000168720	58.666062	61.665973	53.301334	62.176685	71.812361	73.430206	75.531474	75.14408	58.666062	61.135259
chr1	75134540	75134555	chr1:-:75134548:TE	7	-	2	2	ENSMUST00000168720:9:9:75134553:75136932	ENSMUST00000168720	0.329003	0.297766	0.13857	0.058163	0.058763	0.213043	0.358342	0.179508	0.329003	0.283155
chr2	78920551	78920604	chr2:+:78920582:TE	9	+	1	2	ENSMUST00000028398:6:6:78919957:78921293	ENSMUST00000028398	56.45507	54.955811	57.733488	52.724054	43.129639	52.708056	52.142639	58.101397	56.45507	61.43366
chr2	78921285	78921304	chr2:+:78921292:TE	9	+	2	2	ENSMUST00000028398:6:6:78919957:78921293	ENSMUST00000028398	7.297884	5.951523	7.776742	6.404438	8.109251	5.540967	9.390605	5.419024	7.297884	7.346773
chr3	5560485	5560522	chr3:-:5560501:TE	9	-	1	2	ENSMUST00000164828:5:5:5560187:5561764	ENSMUST00000164828	171.198883	146.605095	165.873028	138.515083	149.268118	145.251567	158.372117	157.601519	171.198883	151.439799
chr3	5560186	5560212	chr3:-:5560191:TE	3	-	2	2	ENSMUST00000164828:5:5:5560187:5561764	ENSMUST00000164828	5.988774	7.241209	6.852939	8.054555	4.80113	2.448163	4.673701	6.924778	5.988774	9.485679
chr8	91123876	91123911	chr8:-:91123889:TE	9	-	1	2	ENSMUST00000120213:11:11:91123498:91124678	ENSMUST00000120213	340.465161	272.99246	345.569508	282.146392	304.915252	272.763593	330.8797	301.906788	340.465161	293.023639
chr8	91123477	91123525	chr8:-:91123501:TE	9	-	2	2	ENSMUST00000120213:11:11:91123498:91124678	ENSMUST00000120213	76.259668	67.24766	68.266942	67.775452	69.781784	60.012141	77.074125	80.915784	76.259668	75.162303
chr4	151792269	151792303	chr4:-:151792279:TE	4	-	1	2	ENSMUST00000185034:4:4:151790573:151792502	ENSMUST00000185034	15.612687	11.739939	11.148623	10.409096	12.551276	13.449287	12.554693	11.338558	15.612687	16.333665
chr4	151791617	151791618	chr4:-:151791618:TE	5	-	2	2	ENSMUST00000185034:4:4:151790573:151792502	ENSMUST00000185034	1.493167	2.103327	1.755226	1.863383	1.516948	1.267241	1.222431	1.921789	1.493167	2.585419
chr2	110044630	110044693	chr2:+:110044664:TE	9	+	1	2	ENSMUST00000127630:8:8:110044186:110045322	ENSMUST00000127630	31.197765	30.694535	23.441501	26.746552	24.802208	27.750748	29.57723	25.17333	31.197765	32.340613
chr2	110045269	110045270	chr2:+:110045270:TE	1	+	2	2	ENSMUST00000127630:8:8:110044186:110045322	ENSMUST00000127630	4.069974	4.225619	6.328051	4.92881	4.672722	4.999175	4.432264	7.490755	4.069974	6.963425
chr17	8196435	8196488	chr17:+:8196476:TE	9	+	1	2	ENSMUST00000097419:13:13:8194520:8196804	ENSMUST00000097419	34.717866	31.967152	31.365211	30.615495	28.608725	28.358657	32.357561	34.492953	34.717866	30.454368
chr17	8196782	8196803	chr17:+:8196803:TE	3	+	2	2	ENSMUST00000097419:13:13:8194520:8196804	ENSMUST00000097419	0.621194	0.127072	0.659259	0.172336	0.69427	0.44078	0.454917	0.143606	0.621194	0.540172
chr13	32842712	32842739	chr13:-:32842714:TE	9	-	1	2	ENSMUST00000076352:7:7:32842091:32843222	ENSMUST00000076352	45.331088	36.981756	50.422847	37.45939	37.801822	36.085156	43.283194	40.034465	45.331088	42.582097
chr13	32842057	32842100	chr13:-:32842060:TE	6	-	2	2	ENSMUST00000076352:7:7:32842091:32843222	ENSMUST00000076352	4.587636	5.2953	5.641497	5.41566	4.576961	4.466567	6.178231	5.416912	4.587636	5.419144
chr3	57834795	57834840	chr3:+:57834830:TE	9	+	1	2	ENSMUST00000041826:10:10:57833485:57835231	ENSMUST00000041826	517.328418	412.796356	516.716611	439.773541	484.901022	412.444808	558.025612	481.129494	517.328418	489.415321
chr3	57835175	57835240	chr3:+:57835228:TE	9	+	2	2	ENSMUST00000041826:10:10:57833485:57835231	ENSMUST00000041826	50.818306	47.058379	41.155424	50.612937	36.09988	42.263416	46.292254	49.839815	50.818306	58.991996
chr12	40725899	40725906	chr12:+:40725906:TE	2	+	1	2	ENSMUST00000221758:17:17:40725646:40727447	ENSMUST00000221758	11.146989	9.59868	9.311514	8.328139	8.000432	8.567653	9.477014	9.598388	11.146989	10.15436
chr12	40726725	40726731	chr12:+:40726731:TE	1	+	2	2	ENSMUST00000221758:17:17:40725646:40727447	ENSMUST00000221758	0.117337	0.075864	0.100779	0.099093	0.084879	0.101012	0.050829	0.158389	0.117337	0.211277
chr15	99728008	99728068	chr15:+:99728048:TE	9	+	1	2	ENSMUST00000023761:2:2:99727644:99729532	ENSMUST00000023761	46.002898	55.33513	41.552239	59.583028	63.389709	80.835303	69.800536	79.574755	46.002898	51.928378
chr15	99729513	99729542	chr15:+:99729531:IG	4	+	2	2	ENSMUST00000023761:2:2:99727644:99729532	ENSMUST00000023761	6.596165	5.526685	5.011631	5.366113	5.282113	5.092841	5.240441	5.689342	6.596165	5.704476
chr4	3834431	3834505	chr4:-:3834473:TE	9	-	1	2	ENSMUST00000138502:4:4:3831333:3834683	ENSMUST00000138502	782.953455	665.379529	845.72905	688.475972	759.849478	710.027964	744.564463	746.782041	782.953455	706.490359
chr4	3831322	3831339	chr4:-:3831323:TE	3	-	2	2	ENSMUST00000138502:4:4:3831333:3834683	ENSMUST00000138502	4.067673	2.220916	3.359284	2.376083	3.48441	2.363681	3.352154	2.437082	4.067673	2.681256
chr8	87469400	87469445	chr8:-:87469422:TE	5	-	1	2	ENSMUST00000211279:2:2:87468866:87470451	ENSMUST00000211279	36.017773	33.744264	30.890713	37.698506	32.981105	36.070463	32.708279	30.241786	36.017773	40.525959
chr8	87468853	87468890	chr8:-:87468861:TE	6	-	2	2	ENSMUST00000211279:2:2:87468866:87470451	ENSMUST00000211279	16.880383	26.028905	18.119136	28.616398	19.167519	35.390928	30.060103	31.056962	16.880383	28.049731
chr2	154587123	154587125	chr2:-:154587124:TE	1	-	1	2	ENSMUST00000000896:4:4:154585757:154588092	ENSMUST00000000896	5.04778	5.259265	5.093514	7.419066	8.542354	7.662219	8.536683	8.390406	5.04778	6.12703
chr2	154585745	154585775	chr2:-:154585759:TE	9	-	2	2	ENSMUST00000000896:4:4:154585757:154588092	ENSMUST00000000896	3.775482	3.747677	3.317293	2.878012	3.00125	3.270952	4.104419	3.397977	3.775482	3.45013
chr11	20225423	20225480	chr11:+:20225455:TE	9	+	1	2	ENSMUST00000020358:6:6:20224647:20226856	ENSMUST00000020358	459.750596	400.047427	478.238117	412.570299	412.662087	383.088887	460.439558	409.793092	459.750596	434.703316
chr11	20226842	20226874	chr11:+:20226874:TE	9	+	2	2	ENSMUST00000020358:6:6:20224647:20226856	ENSMUST00000020358	232.88349	190.080801	197.255036	184.013949	189.98631	174.207113	215.872103	201.186014	232.88349	204.664153
chr10	63408799	63408860	chr10:+:63408826:TE	9	+	1	2	ENSMUST00000043317:5:5:63408188:63410576	ENSMUST00000043317	35.49551	32.577856	34.329779	34.938976	37.070553	36.601235	34.85071	41.305802	35.49551	40.046775
chr10	63409907	63409925	chr10:+:63409922:TE	7	+	2	2	ENSMUST00000043317:5:5:63408188:63410576	ENSMUST00000043317	0.462445	0.485529	0.768436	0.588097	0.504924	0.565667	0.526077	0.711696	0.462445	0.777586
chr13	76189861	76189869	chr13:+:76189869:TE	2	+	1	2	ENSMUST00000224386:45:45:76188432:76190316	ENSMUST00000224386	10.732859	13.185146	11.054143	10.915333	11.09309	10.780734	9.4516	9.125332	10.732859	11.89685
chr13	76190293	76190326	chr13:+:76190316:TE	9	+	2	2	ENSMUST00000224386:45:45:76188432:76190316	ENSMUST00000224386	4.380571	3.10473	3.481058	3.998196	3.64764	3.313193	5.11591	5.32399	4.380571	4.691654
chr7	127908577	127908648	chr7:+:127908608:TE	9	+	1	2	ENSMUST00000071056:12:12:127908166:127910221	ENSMUST00000071056	33.116565	49.011874	18.549544	44.561789	54.603599	76.282418	60.14308	62.401137	33.116565	31.711138
chr7	127910205	127910243	chr7:+:127910228:TE	9	+	2	2	ENSMUST00000071056:12:12:127908166:127910221	ENSMUST00000071056	5.512525	3.669916	3.661619	3.558739	3.963217	3.94865	4.234032	4.576393	5.512525	3.739819
chr4	14810042	14810069	chr4:-:14810045:TE	5	-	1	2	ENSMUST00000117268:7:7:14809497:14811748	ENSMUST00000117268	84.728619	74.830257	79.381972	66.519553	61.683415	67.288677	73.028159	74.225422	84.728619	69.440401
chr4	14809495	14809533	chr4:-:14809504:TE	6	-	2	2	ENSMUST00000117268:7:7:14809497:14811748	ENSMUST00000117268	38.412823	31.957669	39.964978	34.475823	40.483141	33.319264	40.614686	32.583835	38.412823	43.579673
chr12	11318149	11318203	chr12:+:11318176:TE	9	+	1	2	ENSMUST00000218319:8:8:11317769:11319785	ENSMUST00000218319	59.112401	46.954066	65.348565	56.080298	37.268605	62.440102	49.702861	52.331805	59.112401	46.938322
chr12	11319781	11319793	chr12:+:11319783:TE	7	+	2	2	ENSMUST00000218319:8:8:11317769:11319785	ENSMUST00000218319	24.539481	20.583773	21.402836	19.831569	19.96408	17.699137	25.767618	23.200856	24.539481	25.588464
chr3	37308611	37308645	chr3:-:37308628:TE	8	-	1	2	ENSMUST00000071400:4:4:37307748:37309181	ENSMUST00000071400	25.172179	24.15886	22.230059	21.305042	23.644366	20.931521	23.82342	19.437528	25.172179	26.4706
chr3	37307748	37307762	chr3:-:37307761:TE	4	-	2	2	ENSMUST00000071400:4:4:37307748:37309181	ENSMUST00000071400	1.518475	1.82263	1.299623	1.385151	0.93585	1.423351	0.642983	1.547991	1.518475	1.810011
chr18	9993696	9993738	chr18:+:9993724:TE	9	+	1	2	ENSMUST00000025137:21:21:9993320:9995489	ENSMUST00000025137	75.084	79.40485	72.373666	73.270817	64.005629	60.423535	68.585729	73.853735	75.084	73.062602
chr18	9995478	9995490	chr18:+:9995484:TE	8	+	2	2	ENSMUST00000025137:21:21:9993320:9995489	ENSMUST00000025137	2.238601	2.179191	2.263317	1.678122	2.145926	2.073501	2.094143	2.016823	2.238601	2.306621
chr16	8619875	8619900	chr16:+:8619882:TE	4	+	1	2	ENSMUST00000065987:16:16:8618504:8621568	ENSMUST00000065987	191.279568	195.761111	205.827508	176.108034	175.726563	194.826415	213.655971	213.75156	191.279568	190.356133
chr16	8621536	8621578	chr16:+:8621565:TE	8	+	2	2	ENSMUST00000065987:16:16:8618504:8621568	ENSMUST00000065987	261.088017	248.46566	239.680689	253.040991	254.420689	232.823452	282.549214	267.07805	261.088017	261.77426
chr1	171129263	171129280	chr1:-:171129269:TE	9	-	1	2	ENSMUST00000111336:6:6:171127164:171129905	ENSMUST00000111336	114.258361	118.992531	89.604692	117.690428	110.458625	131.616785	117.56174	132.888573	114.258361	118.271503
chr1	171127157	171127166	chr1:-:171127163:TE	1	-	2	2	ENSMUST00000111336:6:6:171127164:171129905	ENSMUST00000111336	1.893493	1.416758	1.568366	1.50794	1.519124	1.335195	1.61127	1.389602	1.893493	1.505076
chr12	55057228	55057229	chr12:-:55057229:TE	2	-	1	2	ENSMUST00000156852:5:5:55053753:55057352	ENSMUST00000156852	3.934231	2.951106	4.648409	2.722909	0.985907	3.623576	1.245304	2.87846	3.934231	2.352361
chr12	55055709	55055710	chr12:-:55055710:TE	1	-	2	2	ENSMUST00000156852:5:5:55053753:55057352	ENSMUST00000156852	3.179595	3.254561	2.958269	3.56951	2.666085	2.87976	3.314032	3.328286	3.179595	2.731353
chr2	90865355	90865409	chr2:+:90865391:TE	9	+	1	2	ENSMUST00000150232:13:13:90865183:90866640	ENSMUST00000150232	548.190277	457.174842	475.991596	439.8554	467.844607	447.595143	532.062304	455.639386	548.190277	435.770591
chr2	90866613	90866648	chr2:+:90866641:TE	9	+	2	2	ENSMUST00000150232:13:13:90865183:90866640	ENSMUST00000150232	125.246601	102.831623	111.595402	104.278377	109.60983	109.296809	121.267153	120.574338	125.246601	118.918403
chr5	27742031	27742072	chr5:-:27742050:TE	9	-	1	2	ENSMUST00000002291:21:21:27740079:27742503	ENSMUST00000002291	12.74829	12.325988	10.153435	10.671909	11.010387	12.047975	12.81392	13.779864	12.74829	11.023427
chr5	27740076	27740108	chr5:-:27740083:TE	2	-	2	2	ENSMUST00000002291:21:21:27740079:27742503	ENSMUST00000002291	0.25538	0.307249	0.193159	0.198186	0.204581	0.113868	0.304972	0.185843	0.25538	0.291867
chr17	48352240	48352281	chr17:+:48352271:TE	8	+	1	2	ENSMUST00000132340:4:4:48352007:48354147	ENSMUST00000132340	41.435969	33.854266	38.583472	37.778212	37.316485	36.597562	53.939435	44.123019	41.435969	40.068556
chr17	48354133	48354152	chr17:+:48354147:TE	1	+	2	2	ENSMUST00000132340:4:4:48352007:48354147	ENSMUST00000132340	0.133442	0.225695	0.172163	0.120635	0.237227	0.137744	0.284641	0.356904	0.133442	0.222167
chr13	38226968	38227016	chr13:+:38226994:TE	9	+	1	2	ENSMUST00000223680:8:8:38226873:38227663	ENSMUST00000223680	23.846964	32.19095	24.927984	31.847698	32.16278	33.818814	32.072921	39.911977	23.846964	36.919005
chr13	38227632	38227674	chr13:+:38227656:TE	9	+	2	2	ENSMUST00000223680:8:8:38226873:38227663	ENSMUST00000223680	15.543665	11.227858	10.487264	10.555582	9.382443	9.710007	12.244638	11.959444	15.543665	12.13862
chr11	120104443	120104466	chr11:-:120104452:TE	9	-	1	2	ENSMUST00000045402:16:16:120103959:120106036	ENSMUST00000045402	81.098083	89.398023	73.824457	95.478468	109.31384	117.331853	110.374559	121.759089	81.098083	86.525515
chr11	120103943	120103973	chr11:-:120103951:TE	9	-	2	2	ENSMUST00000045402:16:16:120103959:120106036	ENSMUST00000045402	1.734743	3.148352	3.056948	2.326536	2.966428	4.775112	3.649502	4.048429	1.734743	3.694079
chr16	17572927	17572961	chr16:-:17572955:TE	6	-	1	2	ENSMUST00000063544:5:5:17572531:17573452	ENSMUST00000063544	25.434461	25.568032	23.134967	28.500071	22.175299	25.576236	27.902424	23.756274	25.434461	25.592821
chr16	17572540	17572546	chr16:-:17572541:TE	2	-	2	2	ENSMUST00000063544:5:5:17572531:17573452	ENSMUST00000063544	4.442691	5.412889	4.329277	4.228695	4.387614	3.873351	4.076463	5.663999	4.442691	3.563392
chr17	6738274	6738291	chr17:-:6738275:TE	7	-	1	2	ENSMUST00000064234:13:13:6738040:6739467	ENSMUST00000064234	11.903926	11.112165	10.140837	10.529731	11.001682	12.165517	10.90276	12.329019	11.903926	10.764231
chr17	6738039	6738067	chr17:-:6738044:TE	9	-	2	2	ENSMUST00000064234:13:13:6738040:6739467	ENSMUST00000064234	0.12884	0.0	0.035692	0.071089	0.006529	0.110195	0.0	0.135159	0.12884	0.309292
chr11	88083711	88083747	chr11:+:88083737:TE	9	+	1	2	ENSMUST00000143052:5:5:88081397:88084729	ENSMUST00000143052	36.767808	25.951144	31.730534	22.849603	27.235419	25.989467	32.637119	24.315916	36.767808	32.878607
chr11	88084699	88084751	chr11:+:88084728:TE	9	+	2	2	ENSMUST00000143052:5:5:88081397:88084729	ENSMUST00000143052	27.31645	24.816979	20.982925	27.07399	23.807596	26.549624	22.875464	27.798368	27.31645	21.600341
chr18	60685646	60685660	chr18:-:60685658:TE	6	-	1	2	ENSMUST00000235795:3:3:60684493:60688847	ENSMUST00000235795	64.035942	58.132612	56.864274	57.107852	52.884246	60.566789	62.849709	68.590989	64.035942	64.674691
chr18	60684481	60684519	chr18:-:60684495:TE	9	-	2	2	ENSMUST00000235795:3:3:60684493:60688847	ENSMUST00000235795	18.967136	24.555249	17.640438	22.448922	22.649753	27.006933	27.284855	28.486833	18.967136	25.516587
chr11	116874685	116874721	chr11:+:116874710:TE	9	+	1	2	ENSMUST00000106365:14:14:116873780:116875457	ENSMUST00000106365	87.09606	98.338584	82.81474	103.421005	75.076955	100.380205	86.202963	107.628657	87.09606	94.440775
chr11	116875425	116875455	chr11:+:116875455:TE	5	+	2	2	ENSMUST00000106365:14:14:116873780:116875457	ENSMUST00000106365	8.468951	7.064826	7.392524	6.316115	3.756459	4.863268	7.583645	6.105377	8.468951	7.544981
chr2	13001584	13001621	chr2:+:13001613:TE	8	+	1	2	ENSMUST00000134794:5:5:13000856:13003455	ENSMUST00000134794	12.61945	9.219361	12.290779	9.833925	9.70455	11.517203	14.615798	10.06722	12.61945	12.110305
chr2	13003435	13003470	chr2:+:13003453:TE	5	+	2	2	ENSMUST00000134794:5:5:13000856:13003455	ENSMUST00000134794	0.883477	0.413458	0.661359	0.53855	0.624626	0.481184	0.574365	0.430819	0.883477	0.718777
chr5	27726453	27726504	chr5:+:27726481:TE	3	+	1	2	ENSMUST00000122171:26:26:27725604:27727501	ENSMUST00000122171	261.115626	331.263523	244.089748	321.768599	301.082619	381.672883	367.356929	383.217489	261.115626	309.154739
chr5	27727483	27727507	chr5:+:27727500:TE	7	+	2	2	ENSMUST00000122171:26:26:27725604:27727501	ENSMUST00000122171	157.794888	166.925241	157.405534	159.503457	128.170135	153.799018	165.551673	166.462869	157.794888	169.799108
chr6	83802532	83802575	chr6:+:83802555:TE	9	+	1	2	ENSMUST00000113850:9:9:83802267:83803420	ENSMUST00000113850	20.858328	28.568449	19.561529	28.254492	28.989594	32.773799	34.88629	37.819127	20.858328	32.194679
chr6	83803173	83803184	chr6:+:83803182:TE	2	+	2	2	ENSMUST00000113850:9:9:83802267:83803420	ENSMUST00000113850	0.057518	0.352767	0.241449	0.230499	0.465749	0.314055	0.0	0.635669	0.057518	0.540172
chr5	54119673	54119710	chr5:+:54119700:TE	9	+	1	2	ENSMUST00000201469:13:13:54118271:54121057	ENSMUST00000201469	82.71779	71.81277	77.23413	75.858011	72.019119	70.078445	87.824399	79.652893	82.71779	76.373333
chr5	54121040	54121063	chr5:+:54121056:TE	6	+	2	2	ENSMUST00000201469:13:13:54118271:54121057	ENSMUST00000201469	4.852219	4.121307	4.243195	4.7694	4.322322	3.741117	4.40685	3.94706	4.852219	4.214647
chr15	96584224	96584250	chr15:-:96584235:TE	7	-	1	2	ENSMUST00000230756:12:12:96580686:96584444	ENSMUST00000230756	59.745099	56.497745	50.441743	55.681771	55.184696	63.2684	58.836782	74.178961	59.745099	54.825267
chr15	96580679	96580703	chr15:-:96580688:TE	5	-	2	2	ENSMUST00000230756:12:12:96580686:96584444	ENSMUST00000230756	0.697118	0.971058	0.74954	0.786283	0.687741	0.892579	0.742099	1.013691	0.697118	0.930054
chr12	106075374	106075417	chr12:+:106075396:TE	9	+	1	2	ENSMUST00000085026:14:14:106075006:106077426	ENSMUST00000085026	38.803945	29.736753	37.785642	29.723657	33.509969	31.427585	32.032258	30.053831	38.803945	38.095186
chr12	106077402	106077437	chr12:+:106077421:TE	9	+	2	2	ENSMUST00000085026:14:14:106075006:106077426	ENSMUST00000085026	4.734882	2.146948	4.136118	2.552727	3.932748	2.539992	4.274695	2.477208	4.734882	2.901246
chr9	15261839	15261891	chr9:-:15261867:TE	8	-	1	2	ENSMUST00000034411:12:12:15260350:15262438	ENSMUST00000034411	30.06581	31.529038	32.020272	30.908467	28.724074	28.110718	31.440103	34.45494	30.06581	28.633466
chr9	15260342	15260353	chr9:-:15260352:TE	2	-	2	2	ENSMUST00000034411:12:12:15260350:15262438	ENSMUST00000034411	0.204764	0.117589	0.146969	0.280046	0.335165	0.191004	0.332928	0.092922	0.204764	0.252661
chr6	18854034	18854069	chr6:+:18854052:TE	9	+	1	2	ENSMUST00000136982:3:3:18853600:18855751	ENSMUST00000136982	39.155955	26.819786	29.456718	28.569005	34.905039	24.119826	33.005627	29.308345	39.155955	33.863113
chr6	18855748	18855773	chr6:+:18855751:TE	8	+	2	2	ENSMUST00000136982:3:3:18853600:18855751	ENSMUST00000136982	1.410341	1.039335	1.158953	1.288212	1.057728	1.142354	1.067403	0.884868	1.410341	1.448445
chr8	84974284	84974340	chr8:+:84974315:TE	9	+	1	2	ENSMUST00000109733:6:6:84973999:84974834	ENSMUST00000109733	1048.700431	1010.565975	1060.387274	1060.439594	1020.298784	1003.442081	1147.844587	1080.385684	1048.700431	1003.756961
chr8	84974800	84974854	chr8:+:84974821:TE	8	+	2	2	ENSMUST00000109733:6:6:84973999:84974834	ENSMUST00000109733	115.606583	130.73816	103.91734	115.596545	101.402641	112.571434	107.19014	130.567643	115.606583	136.208259
chr5	137309887	137309924	chr5:-:137309899:TE	9	-	1	2	ENSMUST00000024119:9:9:137309653:137310174	ENSMUST00000024119	4.010155	4.400106	2.622341	4.092981	5.828388	5.739318	3.225082	6.460169	4.010155	4.097029
chr5	137309672	137309681	chr5:-:137309678:TE	4	-	2	2	ENSMUST00000024119:9:9:137309653:137310174	ENSMUST00000024119	0.0	0.098623	0.107077	0.0	0.0	0.029385	0.0	0.0	0.0	0.0
chr19	10451585	10451625	chr19:+:10451609:TE	9	+	1	2	ENSMUST00000076968:12:12:10448339:10453180	ENSMUST00000076968	22.81394	32.778896	22.188068	32.605977	26.34092	40.795988	31.493473	39.732469	22.81394	34.229036
chr19	10453147	10453188	chr19:+:10453175:TE	4	+	2	2	ENSMUST00000076968:12:12:10448339:10453180	ENSMUST00000076968	15.039807	9.682131	14.321046	10.247531	15.985628	9.640217	19.945189	10.605744	15.039807	9.074016
